,PID,Bg,Bg Match,Nearest Goal,Social Score,Asocial Score,Score Index,Goal Hits,Asocial Goal Hits,Social Index,Social Strategy,RME Score,High RME
0,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,matched,close,0.7263157894736842,0.7263157894736842,0.0,0.23636363636363636,0.03571428571428571,0.20064935064935063,1.0,0.8888888888888888,True
1,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,mismatch,close,0.7263157894736842,0.7263157894736842,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,True
2,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,matched,far,0.42105263157894735,0.3894736842105263,0.03157894736842104,0.3225806451612903,0.28,0.04258064516129029,1.0,0.8888888888888888,True
3,7001-288000b4-9fc5-4e18-a88a-ab0eb66ea348,spot,mismatch,far,0.42105263157894735,0.3894736842105263,0.03157894736842104,0.0,0.0,0.0,1.0,0.8888888888888888,True
4,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.2,0.0,0.2,1.0,0.3333333333333333,False
5,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,False
6,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,matched,far,0.0,0.010526315789473684,-0.010526315789473684,0.0,0.16666666666666666,-0.16666666666666666,1.0,0.3333333333333333,False
7,0117-650c9fbb-7645-46b8-8c90-df959866551a,spot,mismatch,far,0.0,0.010526315789473684,-0.010526315789473684,0.4,0.0,0.4,1.0,0.3333333333333333,False
8,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.8055555555555556,False
9,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.8055555555555556,False
10,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,matched,far,0.0,0.08421052631578947,-0.08421052631578947,0.3,0.3333333333333333,-0.033333333333333326,1.0,0.8055555555555556,False
11,9053-32ee2c86-1bc7-4516-8fa8-a763d03665b8,wall,mismatch,far,0.0,0.08421052631578947,-0.08421052631578947,0.0,0.0,0.0,1.0,0.8055555555555556,False
12,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,matched,close,0.7473684210526316,0.7157894736842105,0.03157894736842104,0.0,0.0,0.0,1.0,0.8888888888888888,True
13,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,mismatch,close,0.7473684210526316,0.7157894736842105,0.03157894736842104,0.1,0.0,0.1,1.0,0.8888888888888888,True
14,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,matched,far,0.2631578947368421,0.0,0.2631578947368421,0.0,0.0,0.0,1.0,0.8888888888888888,True
15,5960-70c879e0-8de2-4441-ac8f-9f4fabcb088d,wall,mismatch,far,0.2631578947368421,0.0,0.2631578947368421,0.2,0.0,0.2,1.0,0.8888888888888888,True
16,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,matched,close,0.7157894736842105,0.7684210526315789,-0.05263157894736836,0.0,0.125,-0.125,1.0,0.7777777777777778,False
17,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,mismatch,close,0.7157894736842105,0.7684210526315789,-0.05263157894736836,0.0,0.0,0.0,1.0,0.7777777777777778,False
18,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,matched,far,0.18947368421052632,0.2,-0.01052631578947369,0.0,0.14285714285714285,-0.14285714285714285,1.0,0.7777777777777778,False
19,8276-8eecdde8-e3c2-44ee-9782-cbdf88755da5,spot,mismatch,far,0.18947368421052632,0.2,-0.01052631578947369,0.14285714285714285,0.0,0.14285714285714285,1.0,0.7777777777777778,False
20,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.5277777777777778,False
21,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.5277777777777778,False
22,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,matched,far,0.3263157894736842,0.05263157894736842,0.2736842105263158,0.0,0.0,0.0,1.0,0.5277777777777778,False
23,0429-f4ae7a87-0276-4ac6-8763-3948077cf1c8,wall,mismatch,far,0.3263157894736842,0.05263157894736842,0.2736842105263158,0.36363636363636365,0.23076923076923078,0.13286713286713286,1.0,0.5277777777777778,False
24,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,False
25,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,False
26,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,matched,far,0.12631578947368421,0.12631578947368421,0.0,0.36363636363636365,0.0,0.36363636363636365,0.0,0.4166666666666667,False
27,9999-98a971c4-6903-41e1-af6f-4537fe24da83,wall,mismatch,far,0.12631578947368421,0.12631578947368421,0.0,0.0,0.07142857142857142,-0.07142857142857142,0.0,0.4166666666666667,False
28,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,matched,close,0.8,0.7157894736842105,0.08421052631578951,0.0,0.0,0.0,1.0,0.8333333333333334,True
29,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,mismatch,close,0.8,0.7157894736842105,0.08421052631578951,0.1,0.0,0.1,1.0,0.8333333333333334,True
30,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,matched,far,0.17894736842105263,0.37894736842105264,-0.2,0.5,0.4444444444444444,0.05555555555555558,1.0,0.8333333333333334,True
31,5416-7f526bc0-88cd-4e2c-a8d6-13f94a8c6f91,spot,mismatch,far,0.17894736842105263,0.37894736842105264,-0.2,0.0,0.0,0.0,1.0,0.8333333333333334,True
32,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,matched,close,0.8736842105263158,0.8105263157894737,0.06315789473684219,0.625,0.0,0.625,1.0,0.7222222222222222,False
33,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,mismatch,close,0.8736842105263158,0.8105263157894737,0.06315789473684219,0.0,0.15384615384615385,-0.15384615384615385,1.0,0.7222222222222222,False
34,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,matched,far,0.3157894736842105,0.29473684210526313,0.02105263157894738,0.42105263157894735,0.35714285714285715,0.0639097744360902,1.0,0.7222222222222222,False
35,4870-ccc1085e-0dc2-4fb0-b1c6-283027e9cbda,wall,mismatch,far,0.3157894736842105,0.29473684210526313,0.02105263157894738,0.0,0.0,0.0,1.0,0.7222222222222222,False
36,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,matched,close,0.7157894736842105,0.6947368421052632,0.021052631578947323,0.0,0.0,0.0,1.0,0.8055555555555556,False
37,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,mismatch,close,0.7157894736842105,0.6947368421052632,0.021052631578947323,0.0,0.0,0.0,1.0,0.8055555555555556,False
38,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,matched,far,0.021052631578947368,0.0,0.021052631578947368,0.0,0.0,0.0,1.0,0.8055555555555556,False
39,8411-dd6c9665-8f08-41a6-892c-30662579fb95,wall,mismatch,far,0.021052631578947368,0.0,0.021052631578947368,0.0,0.0,0.0,1.0,0.8055555555555556,False
40,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,False
41,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,False
42,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,matched,far,0.7052631578947368,0.09473684210526316,0.6105263157894737,0.0,0.0,0.0,0.0,0.6111111111111112,False
43,2237-cf828eee-3083-4e0c-97ed-8a344f4cea3c,spot,mismatch,far,0.7052631578947368,0.09473684210526316,0.6105263157894737,0.0,0.0,0.0,0.0,0.6111111111111112,False
44,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,matched,close,0.7578947368421053,0.7157894736842105,0.04210526315789476,0.16666666666666666,0.0,0.16666666666666666,0.0,0.4166666666666667,False
45,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,mismatch,close,0.7578947368421053,0.7157894736842105,0.04210526315789476,0.0,0.0,0.0,0.0,0.4166666666666667,False
46,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,matched,far,0.0,0.7157894736842105,-0.7157894736842105,0.07692307692307693,0.0,0.07692307692307693,0.0,0.4166666666666667,False
47,9856-9b713bde-d56b-4e3c-84cf-eb63b1e09a74,spot,mismatch,far,0.0,0.7157894736842105,-0.7157894736842105,0.0,0.0,0.0,0.0,0.4166666666666667,False
52,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,matched,close,0.7157894736842105,0.6210526315789474,0.09473684210526312,0.2,0.0,0.2,0.0,0.4444444444444444,False
53,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,mismatch,close,0.7157894736842105,0.6210526315789474,0.09473684210526312,0.0,0.0,0.0,0.0,0.4444444444444444,False
54,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,matched,far,0.3894736842105263,0.0,0.3894736842105263,0.0,0.0,0.0,0.0,0.4444444444444444,False
55,4197-2aafe393-90f9-40df-928b-d3781f7feaeb,spot,mismatch,far,0.3894736842105263,0.0,0.3894736842105263,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4444444444444444,False
56,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,matched,close,0.8210526315789474,0.7157894736842105,0.10526315789473684,0.2,0.0,0.2,1.0,0.8888888888888888,True
57,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,mismatch,close,0.8210526315789474,0.7157894736842105,0.10526315789473684,0.0,0.0,0.0,1.0,0.8888888888888888,True
58,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,matched,far,0.0,0.12631578947368421,-0.12631578947368421,0.0,0.1111111111111111,-0.1111111111111111,1.0,0.8888888888888888,True
59,7530-50eccdab-28a2-4d6d-adbb-45197a87d8a4,wall,mismatch,far,0.0,0.12631578947368421,-0.12631578947368421,0.2727272727272727,0.0,0.2727272727272727,1.0,0.8888888888888888,True
60,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.75,False
61,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.75,False
62,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,matched,far,0.0,0.0,0.0,0.125,0.0,0.125,1.0,0.75,False
63,8831-80c3b2d9-09e1-4e80-98f2-f8d305288248,spot,mismatch,far,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,False
64,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,False
65,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,False
66,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,matched,far,0.22105263157894736,0.0,0.22105263157894736,0.2222222222222222,0.0,0.2222222222222222,0.0,0.6111111111111112,False
67,0682-263c6ac5-c1ec-407c-92aa-f364ee3c6e23,spot,mismatch,far,0.22105263157894736,0.0,0.22105263157894736,0.0,0.0,0.0,0.0,0.6111111111111112,False
68,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,matched,close,0.8105263157894737,0.7157894736842105,0.09473684210526312,0.0,0.0,0.0,0.0,0.8888888888888888,True
69,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,mismatch,close,0.8105263157894737,0.7157894736842105,0.09473684210526312,0.25,0.0,0.25,0.0,0.8888888888888888,True
70,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,matched,far,0.0,0.0,0.0,0.0,0.05555555555555555,-0.05555555555555555,0.0,0.8888888888888888,True
71,3501-8e6b2d5c-49a3-4990-bdba-a16d80b5623f,wall,mismatch,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,True
72,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,matched,close,0.7263157894736842,0.8210526315789474,-0.09473684210526312,0.2222222222222222,0.0,0.2222222222222222,1.0,0.8611111111111112,True
73,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,mismatch,close,0.7263157894736842,0.8210526315789474,-0.09473684210526312,0.0,0.5714285714285714,-0.5714285714285714,1.0,0.8611111111111112,True
74,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,matched,far,0.4421052631578947,0.0,0.4421052631578947,0.42857142857142855,0.0,0.42857142857142855,1.0,0.8611111111111112,True
75,1978-7a45dc00-f51a-4719-bdd5-f32aa89dd692,wall,mismatch,far,0.4421052631578947,0.0,0.4421052631578947,0.0,0.0,0.0,1.0,0.8611111111111112,True
76,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,matched,close,0.7789473684210526,0.8631578947368421,-0.08421052631578951,0.2727272727272727,0.14285714285714285,0.12987012987012986,1.0,0.3888888888888889,False
77,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,mismatch,close,0.7789473684210526,0.8631578947368421,-0.08421052631578951,0.0,0.14285714285714285,-0.14285714285714285,1.0,0.3888888888888889,False
78,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,matched,far,0.37894736842105264,0.49473684210526314,-0.1157894736842105,0.0,0.0,0.0,1.0,0.3888888888888889,False
79,2468-e8dad697-21e4-4a27-8cfa-2b3bab16017b,spot,mismatch,far,0.37894736842105264,0.49473684210526314,-0.1157894736842105,0.5,0.0,0.5,1.0,0.3888888888888889,False
80,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,True
81,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,True
82,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,matched,far,0.1368421052631579,0.0,0.1368421052631579,0.06666666666666667,0.0,0.06666666666666667,0.0,0.8888888888888888,True
83,5261-e1c6094b-df52-4254-ba7e-023cb1261da3,wall,mismatch,far,0.1368421052631579,0.0,0.1368421052631579,0.0,0.0,0.0,0.0,0.8888888888888888,True
84,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,matched,close,0.8105263157894737,0.7157894736842105,0.09473684210526312,0.0,0.0,0.0,1.0,0.7222222222222222,False
85,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,mismatch,close,0.8105263157894737,0.7157894736842105,0.09473684210526312,0.3333333333333333,0.0,0.3333333333333333,1.0,0.7222222222222222,False
86,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,matched,far,0.3157894736842105,0.08421052631578947,0.23157894736842105,0.0,0.0,0.0,1.0,0.7222222222222222,False
87,2592-fe4a906e-8e8a-4343-a8d9-db596d6ce210,wall,mismatch,far,0.3157894736842105,0.08421052631578947,0.23157894736842105,0.375,0.0,0.375,1.0,0.7222222222222222,False
88,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,False
89,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,False
90,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,matched,far,0.1368421052631579,0.7263157894736842,-0.5894736842105264,0.0,0.0,0.0,1.0,0.6666666666666666,False
91,6382-8ae939f6-68dc-4578-bbff-480ce8a604d5,wall,mismatch,far,0.1368421052631579,0.7263157894736842,-0.5894736842105264,0.35714285714285715,0.6666666666666666,-0.3095238095238095,1.0,0.6666666666666666,False
92,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,True
93,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,True
94,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,matched,far,0.08421052631578947,0.0,0.08421052631578947,0.125,0.0,0.125,1.0,0.8333333333333334,True
95,2693-f8353dcd-35c4-4245-81fe-c90911290cc7,wall,mismatch,far,0.08421052631578947,0.0,0.08421052631578947,0.0,0.0,0.0,1.0,0.8333333333333334,True
96,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,matched,close,0.7368421052631579,0.7157894736842105,0.021052631578947323,0.2727272727272727,0.0,0.2727272727272727,1.0,0.8333333333333334,True
97,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,mismatch,close,0.7368421052631579,0.7157894736842105,0.021052631578947323,0.0,0.0,0.0,1.0,0.8333333333333334,True
98,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,matched,far,0.3368421052631579,0.0,0.3368421052631579,0.1111111111111111,0.0,0.1111111111111111,1.0,0.8333333333333334,True
99,0994-3d4e06d8-4de7-492c-8ae2-f7b341ec8708,spot,mismatch,far,0.3368421052631579,0.0,0.3368421052631579,0.0,0.0,0.0,1.0,0.8333333333333334,True
100,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,matched,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.8611111111111112,True
101,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,mismatch,close,0.7157894736842105,0.7157894736842105,0.0,0.0,0.0,0.0,0.0,0.8611111111111112,True
102,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,matched,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8611111111111112,True
103,1568-5115ffb4-7685-4d69-8ff8-32559041cc06,wall,mismatch,far,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8611111111111112,True
104,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,matched,close,0.7368421052631579,0.7157894736842105,0.021052631578947323,0.0,0.0,0.0,1.0,0.8333333333333334,True
105,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,mismatch,close,0.7368421052631579,0.7157894736842105,0.021052631578947323,0.19148936170212766,0.0,0.19148936170212766,1.0,0.8333333333333334,True
106,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,matched,far,0.5368421052631579,0.07368421052631578,0.4631578947368421,0.5454545454545454,0.3888888888888889,0.15656565656565652,1.0,0.8333333333333334,True
107,8593-70abc5d0-8648-471b-b895-eb54018a78e0,wall,mismatch,far,0.5368421052631579,0.07368421052631578,0.4631578947368421,0.0,0.0,0.0,1.0,0.8333333333333334,True
108,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,matched,close,0.8105263157894737,0.7578947368421053,0.05263157894736836,0.0,0.0,0.0,1.0,0.8888888888888888,True
109,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,mismatch,close,0.8105263157894737,0.7578947368421053,0.05263157894736836,0.0,0.0,0.0,1.0,0.8888888888888888,True
110,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,matched,far,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,True
111,9777-643b629b-4943-46fb-b7f9-3f2d58be07c6,spot,mismatch,far,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.8888888888888888,True
